batch_size,num_workers,warmup_steps,measured_steps,setup_s,first_batch_s,mean_batch_s,p50_batch_s,p90_batch_s,p99_batch_s,batches_per_s,samples_per_s,approx_payload_mb,rss_before_mb,rss_after_setup_mb,rss_after_run_mb
32,4,2,6,37.94450395798776,46.356164233991876,0.3476477081809814,5.816449993290007e-05,1.042869328521192,1.6906394401856235,2.8764751685905305,92.04720539489698,12.00006103515625,2161.5234375,2755.21484375,2774.0390625
32,8,2,6,38.46922132599866,45.817726192006376,0.11134633616893552,2.1212996216490865e-05,0.33400107352645136,0.6345593175588875,8.980987021277398,287.39158468087675,12.00006103515625,2315.70703125,3302.5859375,3303.63671875
32,12,2,6,38.8545027859509,46.16677319200244,0.33118768415685435,5.261049955151975e-05,0.9934941850078758,1.4874786781118021,3.0194359507836905,96.6219504250781,12.00006103515625,2687.21484375,3819.91796875,3820.44921875
32,16,2,6,38.57312090200139,47.37636489601573,0.2987491338474986,3.76540410798043e-05,0.8961954599944875,1.3496246273920407,3.347290039376202,107.11328126003846,12.00006103515625,3206.7265625,4343.140625,4342.453125
32,20,2,6,38.41224938997766,47.71366298396606,0.2363557991629932,1.748601789586246e-05,0.7090377764834557,1.3471262641513024,4.230909516674861,135.38910453359554,12.00006103515625,3723.1953125,4861.11328125,4881.59765625
32,24,2,6,38.00767891498981,46.4435197589919,0.2090883680114833,5.126601899974048e-05,0.6271984760242049,0.8014060850226088,4.782666819347306,153.0453382191138,12.00006103515625,4248.46875,5375.84375,5396.51953125
