scenario,description,batch_size,num_workers,warmup_steps,measured_steps,setup_s,first_batch_s,mean_batch_s,p50_batch_s,p90_batch_s,p99_batch_s,batches_per_s,samples_per_s,approx_payload_mb,rss_before_mb,rss_after_setup_mb,rss_after_run_mb
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,8,0,5,20,0.01691312197363004,0.06083511601900682,0.09230362640228122,0.04295278899371624,0.25188540839590146,0.33781184218940324,10.833810533529435,86.67048426823548,0.4256439208984375,1732.39453125,1732.43359375,1717.953125
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,8,2,5,20,0.015498973021749407,0.06897186499554664,0.012586439357255586,0.010930746997473761,0.026739447319414467,0.028036716118222102,79.45058738343974,635.6046990675179,0.4256439208984375,1717.83203125,1717.87109375,1717.70703125
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,8,4,5,20,0.017534571001306176,0.2220154019887559,0.006278472798294387,5.0217495299875736e-05,0.02450136342085898,0.027396570006385443,159.2744019328491,1274.1952154627927,0.4256439208984375,1717.60546875,1717.64453125,1717.59765625
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,8,8,5,20,0.015757408982608467,0.11262398201506585,0.0026689014543080703,2.8516980819404125e-05,0.002371494210092383,0.028528930880129328,374.6859961374094,2997.4879690992752,0.4256439208984375,1717.49609375,1717.53515625,1717.625
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,16,0,5,20,0.015988847007974982,0.3989448010106571,0.25390382345067336,0.24270167300710455,0.40801319915917705,0.5883100016537353,3.9384991781908827,63.01598685105412,0.851287841796875,1717.4921875,1717.53125,1717.95703125
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,16,2,5,20,0.015666007006075233,0.09119892300805077,0.02388652529625688,0.02240454198908992,0.05063990162452683,0.053886023291852325,41.86460724602353,669.8337159363765,0.851287841796875,1717.8359375,1717.875,1717.6953125
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,16,4,5,20,0.018205636995844543,0.1419883570051752,0.012621518198284321,4.661802086047828e-05,0.05042156185954809,0.05173108058981597,79.2297712755295,1267.676340408472,0.851287841796875,1717.609375,1717.6484375,1717.64453125
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,16,8,5,20,0.01758278498891741,0.44135765597457066,0.007415409793611616,2.0776031306013465e-05,0.04446465129731223,0.05475720626884139,134.85431389934797,2157.6690223895675,0.851287841796875,1717.5,1717.5390625,1717.64453125
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,32,0,5,20,0.016041350027080625,0.2872779260505922,0.510550680293818,0.31252765003591776,1.1323123548761944,1.4509911668451965,1.9586694104971276,62.677421135908084,1.70257568359375,1717.5,1717.5390625,1717.95703125
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,32,2,5,20,0.017086712003219873,0.19722117198398337,0.047908232957706784,0.04429191802046262,0.09803341970546171,0.1023343970766291,20.873239071096535,667.9436502750891,1.70257568359375,1717.8359375,1717.875,1717.6953125
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,32,4,5,20,0.01756788999773562,0.18925943202339113,0.025441476303967647,0.02117767950403504,0.05825337547576055,0.061657954979455094,39.30589514744661,1257.7886447182916,1.70257568359375,1717.609375,1717.6484375,1717.6015625
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,32,8,5,20,0.017816804989706725,0.19385129504371434,0.015348714790889062,3.342900890856981e-05,0.09355045520933346,0.10989113465126137,65.15203478753779,2084.865113201209,1.70257568359375,1717.5,1717.5390625,1717.62890625
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,64,0,5,20,0.017336029035504907,1.6904478940414265,1.1304792995011668,0.907240455475403,1.8200998089334461,2.014904281451017,0.8845805495432408,56.61315517076741,3.4051513671875,1717.49609375,1717.53515625,1720.42578125
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,64,2,5,20,0.01740691700251773,0.23612261598464102,0.09239007599826436,0.09163123203325085,0.13758044388960117,0.1439650427585002,10.823673313341423,692.7150920538511,3.4051513671875,1720.3046875,1720.34375,1720.1640625
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,64,4,5,20,0.015933802991639823,0.2954376370180398,0.04924715814704541,0.04561041548731737,0.10256838945206255,0.10711977552564349,20.30574022188517,1299.5673742006509,3.4051513671875,1720.078125,1720.1171875,1720.0703125
stage2_nyu,single-source Stage 2-style foundation batch on lerobot/nyu_rot_dataset,64,8,5,20,0.016496667987667024,0.4168612629873678,0.030946002743439747,5.12555125169456e-05,0.13283430890878664,0.15368145025742705,32.31435117131534,2068.1184749641816,3.4051513671875,1719.96875,1720.0078125,1720.1015625
