batch_size,num_workers,warmup_steps,measured_steps,setup_s,first_batch_s,mean_batch_s,p50_batch_s,p90_batch_s,p99_batch_s,batches_per_s,samples_per_s,approx_payload_mb,rss_before_mb,rss_after_setup_mb,rss_after_run_mb
64,4,2,6,36.74815072398633,46.117410577018745,0.47907572782908875,0.36648994698771276,1.0706845080130734,1.3543765959329903,2.087352670801039,133.59057093126648,24.0001220703125,1941.1328125,2597.79296875,2616.28125
64,8,2,6,38.19796530599706,47.00711129105184,0.1325578711791119,1.9982020603492856e-05,0.39763551199575886,0.755462398112286,7.543874921231966,482.8079949588458,24.0001220703125,2006.58984375,3149.50390625,3149.20703125
64,12,2,6,38.12104565103073,48.406081568973605,0.24377835150031993,5.028900341130793e-05,0.7312652454711497,0.7677732644311618,4.102086973045626,262.5335662749201,24.0001220703125,2691.5859375,3605.2109375,3606.17578125
